label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
pipe28_feed;pipe;['network losses'];[None];[-491.4160895765567];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-491.4160895765567;False;False;0.9959850834435816;False;False;686687842.6731299;False;False;0.0217;True;False;105.77334257741882;True;False;5e-05;True;False;6.314757900000131;True;False;0x00000209CF152470;False;m;0;True;-1.3996873396519345;False;1.799070435938337;False;0.39938309628640245;False;default;default;default
pipe30_feed;pipe;['network losses'];[None];[-516.2245641482866];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-516.2245641482866;False;False;0.9995031200718282;False;False;170414369.35234368;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.692425261878209;True;False;0x00000209CF152828;False;m;0;True;-1.4736584419402723;False;1.8898940660746355;False;0.4162356241343632;False;default;default;default
pipe32_feed;pipe;['network losses'];[None];[-494.80879752978035];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-494.80879752978035;False;False;0.9998854064411594;False;False;86987658.97442873;False;False;0.0217;True;False;11.045361017187261;True;False;0.00029;True;False;6.48477398871779;True;False;0x00000209CF1529E8;False;m;0;True;-1.4158937571507015;False;1.811491113050633;False;0.3955973558999315;False;default;default;default
pipe34_feed;pipe;['network losses'];[None];[-541.2332760699553];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-541.2332760699553;False;False;0.9999812566124108;False;False;2910108.314607881;False;False;0.036;True;False;5.0;True;False;0.00029;True;False;7.026988805197077;True;False;0x00000209CF1525F8;False;m;0;True;-1.5456049938192857;False;1.9814507635729648;False;0.43584576975367906;False;default;default;default
pipe36_feed;pipe;['network losses'];[None];[-495.7075257896223];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-495.7075257896223;False;False;0.9986942702206666;False;False;410817540.2103086;False;False;0.0217;True;False;41.43669871020132;True;False;0.00029;True;False;6.484773988717705;True;False;0x00000209CF1528D0;False;m;0;True;-1.4178331841329568;False;1.8147813501359047;False;0.3969481660029479;False;default;default;default
pipe38_feed;pipe;['network losses'];[None];[-482.57568010887826];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-482.57568010887826;False;False;0.9998425136243617;False;False;109022634.26818256;False;False;0.0217;True;False;13.92838827718412;True;False;8.999999999999999e-05;True;False;6.388444347919238;True;False;0x00000209CF152898;False;m;0;True;-1.3839181072524553;False;1.7667057664612056;False;0.38278765920875024;False;default;default;default
pipe40_feed;pipe;['network losses'];[None];[-489.2667520127345];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-489.2667520127345;False;False;0.9955828629785048;False;False;155681786.88801193;False;False;0.0217;True;False;22.825424421026653;True;False;8.999999999999999e-05;True;False;6.388444347919253;True;False;0x00000209CF152A58;False;m;0;True;-1.3978932336941283;False;1.791201728034906;False;0.39330849434077764;False;default;default;default
pipe42_feed;pipe;['network losses'];[None];[-482.9915052031428];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-482.9915052031428;False;False;0.9996567773997442;False;False;45967217.79962024;False;False;0.0217;True;False;7.211102550927978;True;False;8.999999999999999e-05;True;False;6.388444347919343;True;False;0x00000209CF152AC8;False;m;0;True;-1.384854942417815;False;1.7682280988582935;False;0.38337315644047854;False;default;default;default
pipe44_feed;pipe;['network losses'];[None];[-476.63749387923326];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-476.63749387923326;False;False;0.999770144133896;False;False;39597139.08136469;False;False;0.0217;True;False;6.0;True;False;8.999999999999999e-05;True;False;6.388444347919316;True;False;0x00000209CF152B38;False;m;0;True;-1.3705595829264878;False;1.7449661134147292;False;0.37440653048824135;False;default;default;default
pipe45_feed;pipe;['network losses'];[None];[-477.5161804129999];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-477.5161804129999;False;False;0.9976975583547142;False;False;283519000.13314295;False;False;0.0217;True;False;44.82186966202994;True;False;8.999999999999999e-05;True;False;6.388444347919328;True;False;0x00000209CF152BA8;False;m;0;True;-1.3722740041593666;False;1.7481829778985905;False;0.37590897373922383;False;default;default;default
